n,E,M
500000,-11224.0,0.0004000000000775009
500050,-11220.0,0.0024000000000775016
500100,-11216.0,0.0024000000000775016
500150,-11218.0,0.0022000000000775015
500200,-11212.0,0.001200000000077501
500250,-11218.0,0.0016000000000775012
500300,-11226.0,0.000200000000077501
500350,-11212.0,0.000400000000077501
500400,-11224.0,0.0024000000000775016
500450,-11232.0,0.0028000000000775018
500500,-11242.0,0.0022000000000775015
500550,-11238.0,0.0014000000000775011
500600,-11256.0,0.000800000000077501
500650,-11242.0,0.0016000000000775012
500700,-11250.0,0.003200000000077502
500750,-11238.0,0.0016000000000775012
500800,-11264.0,0.000800000000077501
500850,-11260.0,0.0018000000000775013
500900,-11264.0,0.000200000000077501
500950,-11272.0,-0.000999999999922499
501000,-11290.0,-0.0021999999999224996
501050,-11282.0,-0.000999999999922499
501100,-11282.0,-0.0015999999999224994
501150,-11282.0,-0.0015999999999224994
501200,-11266.0,-0.000999999999922499
501250,-11270.0,-0.0027999999999225
501300,-11272.0,-0.004599999999922499
501350,-11270.0,-0.0041999999999225
501400,-11290.0,-0.0041999999999225
501450,-11316.0,-0.0033999999999225
501500,-11336.0,-0.0039999999999225004
501550,-11344.0,-0.0025999999999225
501600,-11350.0,-0.0035999999999225003
501650,-11366.0,-0.0027999999999225
501700,-11364.0,-0.0019999999999224995
501750,-11382.0,-0.0023999999999224997
501800,-11398.0,0.001000000000077501
501850,-11416.0,0.000400000000077501
501900,-11432.0,0.001000000000077501
501950,-11430.0,0.0024000000000775016
502000,-11414.0,0.003400000000077502
502050,-11414.0,0.004000000000077502
502100,-11420.0,0.003600000000077502
502150,-11420.0,0.0038000000000775022
502200,-11412.0,0.003200000000077502
502250,-11430.0,0.004200000000077502
502300,-11408.0,0.006400000000077498
502350,-11406.0,0.007800000000077496
502400,-11374.0,0.0068000000000774975
502450,-11372.0,0.006400000000077498
502500,-11360.0,0.0062000000000774986
502550,-11370.0,0.008000000000077495
502600,-11374.0,0.010200000000077501
502650,-11372.0,0.007600000000077496
502700,-11400.0,0.0094000000000775
502750,-11374.0,0.008800000000077498
502800,-11370.0,0.007200000000077497
502850,-11374.0,0.004600000000077501
502900,-11370.0,0.006400000000077498
502950,-11380.0,0.007000000000077497
503000,-11368.0,0.0052000000000775
503050,-11388.0,0.005000000000077501
503100,-11402.0,0.004400000000077502
503150,-11384.0,0.004800000000077501
503200,-11370.0,0.0028000000000775018
503250,-11372.0,0.0028000000000775018
503300,-11362.0,-0.00019999999992249902
503350,-11368.0,0.000800000000077501
503400,-11356.0,0.000400000000077501
503450,-11338.0,0.001200000000077501
503500,-11342.0,0.001000000000077501
503550,-11336.0,0.000200000000077501
503600,-11330.0,0.0014000000000775011
503650,-11310.0,0.000400000000077501
503700,-11306.0,-0.000399999999922499
503750,-11284.0,-0.0007999999999224991
503800,-11290.0,-0.00039999999992249913
503850,-11300.0,-0.0011999999999224992
503900,-11306.0,-0.0029999999999225
503950,-11310.0,-0.0023999999999224997
504000,-11298.0,-0.0007999999999224991
504050,-11280.0,-0.0013999999999224993
504100,-11292.0,-0.00019999999992249902
504150,-11286.0,0.000400000000077501
504200,-11256.0,-0.00019999999992249902
504250,-11250.0,-0.0013999999999224993
504300,-11250.0,-0.0027999999999225
504350,-11252.0,-0.0033999999999225
504400,-11238.0,-0.0017999999999224994
504450,-11244.0,-0.0025999999999225
504500,-11246.0,-0.0037999999999225004
504550,-11244.0,-0.0023999999999224997
504600,-11240.0,-0.000999999999922499
504650,-11264.0,-0.00039999999992249913
504700,-11274.0,0.000600000000077501
504750,-11266.0,-0.000599999999922499
504800,-11266.0,7.750099390371745e-14
504850,-11264.0,-0.0005999999999224991
504900,-11268.0,0.000800000000077501
504950,-11264.0,0.000600000000077501
505000,-11264.0,0.0026000000000775017
505050,-11266.0,0.0014000000000775011
505100,-11278.0,0.000400000000077501
505150,-11276.0,0.000600000000077501
505200,-11284.0,0.001200000000077501
505250,-11288.0,-0.0013999999999224993
505300,-11280.0,-0.0005999999999224991
505350,-11290.0,0.0006000000000775009
505400,-11286.0,0.0020000000000775014
505450,-11270.0,0.004000000000077502
505500,-11256.0,0.0074000000000774965
505550,-11240.0,0.0074000000000774965
505600,-11242.0,0.0068000000000774975
505650,-11244.0,0.008200000000077496
505700,-11244.0,0.008800000000077498
505750,-11238.0,0.0100000000000775
