n,E,M
500000,-11364.0,0.006600000000077498
500050,-11378.0,0.0074000000000774965
500100,-11384.0,0.007600000000077496
500150,-11396.0,0.007000000000077497
500200,-11386.0,0.007000000000077497
500250,-11396.0,0.0068000000000774975
500300,-11384.0,0.006400000000077498
500350,-11404.0,0.004200000000077502
500400,-11408.0,0.003600000000077502
500450,-11414.0,0.0028000000000775018
500500,-11412.0,0.003000000000077502
500550,-11414.0,0.001200000000077501
500600,-11406.0,0.0016000000000775012
500650,-11416.0,0.0018000000000775013
500700,-11422.0,0.000400000000077501
500750,-11420.0,0.0014000000000775011
500800,-11404.0,0.000400000000077501
500850,-11420.0,0.000200000000077501
500900,-11418.0,-0.00019999999992249902
500950,-11424.0,-0.0007999999999224991
501000,-11418.0,7.75008854835002e-14
501050,-11426.0,0.000400000000077501
501100,-11436.0,-0.0011999999999224992
501150,-11418.0,-0.0015999999999224994
501200,-11418.0,-0.00039999999992249913
501250,-11410.0,-0.0005999999999224991
501300,-11392.0,-0.0031999999999225
501350,-11408.0,-0.0039999999999225004
501400,-11388.0,-0.0027999999999225
501450,-11402.0,-0.005599999999922498
501500,-11426.0,-0.006199999999922497
501550,-11418.0,-0.005799999999922497
501600,-11402.0,-0.005199999999922498
501650,-11406.0,-0.004999999999922499
501700,-11412.0,-0.004799999999922499
501750,-11434.0,-0.0039999999999225004
501800,-11438.0,-0.0027999999999225
501850,-11426.0,-0.005199999999922498
501900,-11414.0,-0.006399999999922496
501950,-11400.0,-0.007199999999922495
502000,-11368.0,-0.007799999999922495
502050,-11388.0,-0.010799999999922502
502100,-11388.0,-0.0097999999999225
502150,-11382.0,-0.010599999999922501
502200,-11386.0,-0.012399999999922506
502250,-11382.0,-0.011599999999922504
502300,-11382.0,-0.009199999999922498
502350,-11382.0,-0.012199999999922505
502400,-11400.0,-0.012599999999922507
502450,-11374.0,-0.011399999999922503
502500,-11370.0,-0.012399999999922506
502550,-11370.0,-0.011199999999922503
502600,-11386.0,-0.010599999999922501
502650,-11380.0,-0.010599999999922501
502700,-11366.0,-0.011399999999922503
502750,-11374.0,-0.010799999999922502
502800,-11360.0,-0.012599999999922507
502850,-11362.0,-0.012599999999922507
502900,-11348.0,-0.012199999999922505
502950,-11360.0,-0.011399999999922503
503000,-11378.0,-0.0097999999999225
503050,-11364.0,-0.0099999999999225
503100,-11364.0,-0.008199999999922495
503150,-11368.0,-0.005999999999922498
503200,-11366.0,-0.005599999999922499
503250,-11374.0,-0.0047999999999225
503300,-11350.0,-0.005799999999922498
503350,-11348.0,-0.007599999999922495
503400,-11348.0,-0.0047999999999225
503450,-11348.0,-0.005599999999922499
503500,-11350.0,-0.0067999999999224965
503550,-11352.0,-0.007599999999922495
503600,-11348.0,-0.007799999999922495
503650,-11372.0,-0.005399999999922499
503700,-11384.0,-0.0067999999999224965
503750,-11394.0,-0.0061999999999224975
503800,-11396.0,-0.007999999999922494
503850,-11382.0,-0.008799999999922497
503900,-11384.0,-0.009199999999922498
503950,-11388.0,-0.007599999999922495
504000,-11364.0,-0.007799999999922495
504050,-11352.0,-0.007999999999922494
504100,-11354.0,-0.008399999999922496
504150,-11360.0,-0.008199999999922495
504200,-11336.0,-0.0099999999999225
504250,-11340.0,-0.009599999999922499
504300,-11348.0,-0.010999999999922502
504350,-11340.0,-0.0099999999999225
504400,-11338.0,-0.0103999999999225
504450,-11340.0,-0.0097999999999225
504500,-11322.0,-0.008199999999922495
504550,-11322.0,-0.008199999999922495
504600,-11320.0,-0.007199999999922496
504650,-11314.0,-0.008399999999922496
504700,-11312.0,-0.0073999999999224955
504750,-11322.0,-0.0049999999999225
504800,-11338.0,-0.0049999999999225
504850,-11338.0,-0.005599999999922499
504900,-11342.0,-0.005999999999922498
504950,-11356.0,-0.0045999999999225
505000,-11356.0,-0.006399999999922497
505050,-11360.0,-0.005999999999922498
505100,-11374.0,-0.0061999999999224975
505150,-11366.0,-0.0067999999999224965
505200,-11378.0,-0.008599999999922496
505250,-11372.0,-0.007799999999922495
505300,-11392.0,-0.0067999999999224965
505350,-11392.0,-0.006999999999922496
505400,-11396.0,-0.0067999999999224965
505450,-11402.0,-0.0061999999999224975
505500,-11412.0,-0.005999999999922498
505550,-11406.0,-0.005399999999922499
505600,-11396.0,-0.0045999999999225
505650,-11396.0,-0.006599999999922497
505700,-11394.0,-0.005799999999922498
505750,-11400.0,-0.005799999999922498
505800,-11388.0,-0.006599999999922497
505850,-11392.0,-0.005999999999922498
505900,-11384.0,-0.007799999999922495
505950,-11392.0,-0.0073999999999224955
