n,E,M
500000,-11820.0,0.028800000000077437
500050,-11818.0,0.029600000000077432
500100,-11814.0,0.03180000000007742
500150,-11810.0,0.03340000000007741
500200,-11796.0,0.03300000000007741
500250,-11784.0,0.03200000000007742
500300,-11786.0,0.03280000000007741
500350,-11788.0,0.03340000000007741
500400,-11790.0,0.03360000000007741
500450,-11782.0,0.03380000000007741
500500,-11774.0,0.03280000000007741
500550,-11776.0,0.03220000000007742
500600,-11758.0,0.0354000000000774
500650,-11754.0,0.034000000000077406
500700,-11752.0,0.032400000000077415
500750,-11742.0,0.03200000000007742
500800,-11742.0,0.03180000000007742
500850,-11756.0,0.03000000000007743
500900,-11768.0,0.03180000000007742
500950,-11790.0,0.030600000000077426
501000,-11808.0,0.03160000000007742
501050,-11798.0,0.03000000000007743
501100,-11800.0,0.03000000000007743
501150,-11798.0,0.03020000000007743
501200,-11798.0,0.029200000000077435
501250,-11800.0,0.027800000000077443
501300,-11790.0,0.03020000000007743
501350,-11814.0,0.031200000000077423
501400,-11820.0,0.031000000000077424
501450,-11836.0,0.029000000000077436
501500,-11830.0,0.029200000000077435
501550,-11824.0,0.031200000000077423
501600,-11828.0,0.030600000000077426
501650,-11804.0,0.031000000000077424
501700,-11804.0,0.028800000000077437
501750,-11804.0,0.02820000000007744
501800,-11800.0,0.02980000000007743
501850,-11792.0,0.02980000000007743
501900,-11786.0,0.029600000000077432
501950,-11774.0,0.028000000000077442
502000,-11750.0,0.027000000000077448
502050,-11742.0,0.02680000000007745
502100,-11744.0,0.026000000000077454
502150,-11744.0,0.024400000000077464
502200,-11736.0,0.024600000000077463
502250,-11744.0,0.02520000000007746
502300,-11748.0,0.027200000000077447
502350,-11744.0,0.025800000000077455
502400,-11764.0,0.026400000000077452
502450,-11752.0,0.02340000000007747
502500,-11744.0,0.02360000000007747
502550,-11746.0,0.02520000000007746
502600,-11742.0,0.026400000000077452
502650,-11748.0,0.023800000000077468
502700,-11756.0,0.023000000000077472
502750,-11778.0,0.02200000000007748
502800,-11800.0,0.02180000000007748
502850,-11800.0,0.022800000000077474
502900,-11794.0,0.022200000000077477
502950,-11790.0,0.024400000000077464
503000,-11802.0,0.024600000000077463
503050,-11800.0,0.02520000000007746
503100,-11806.0,0.025400000000077458
503150,-11818.0,0.02500000000007746
503200,-11828.0,0.02480000000007746
503250,-11826.0,0.024200000000077465
503300,-11828.0,0.022600000000077475
503350,-11826.0,0.02320000000007747
