n,E,M
0,-20000,1
50,-19988.0,0.9994000000000001
100,-19964.0,0.9982000000000002
150,-19952.0,0.9976000000000003
200,-19944.0,0.9972000000000003
250,-19928.0,0.9964000000000004
300,-19908.0,0.9954000000000005
350,-19900.0,0.9950000000000006
400,-19888.0,0.9944000000000006
450,-19868.0,0.9934000000000007
500,-19856.0,0.9928000000000008
550,-19844.0,0.9922000000000009
600,-19836.0,0.9918000000000009
650,-19830.0,0.991400000000001
700,-19814.0,0.990600000000001
750,-19798.0,0.9898000000000011
800,-19790.0,0.9894000000000012
850,-19794.0,0.9896000000000011
900,-19778.0,0.9888000000000012
950,-19770.0,0.9884000000000013
1000,-19752.0,0.9874000000000014
1050,-19752.0,0.9874000000000014
1100,-19752.0,0.9874000000000014
1150,-19744.0,0.9870000000000014
1200,-19734.0,0.9864000000000015
1250,-19716.0,0.9854000000000016
1300,-19700.0,0.9846000000000017
1350,-19680.0,0.9834000000000018
1400,-19656.0,0.982200000000002
1450,-19644.0,0.981600000000002
1500,-19640.0,0.981400000000002
1550,-19636.0,0.9812000000000021
1600,-19620.0,0.9804000000000022
1650,-19612.0,0.9798000000000022
1700,-19608.0,0.9796000000000022
1750,-19580.0,0.9780000000000024
1800,-19572.0,0.9776000000000025
1850,-19568.0,0.9774000000000025
1900,-19540.0,0.9760000000000026
1950,-19536.0,0.9758000000000027
2000,-19520.0,0.9750000000000028
2050,-19516.0,0.9746000000000028
2100,-19512.0,0.9744000000000028
2150,-19508.0,0.9742000000000028
2200,-19512.0,0.9744000000000028
2250,-19500.0,0.9736000000000029
2300,-19482.0,0.972600000000003
2350,-19466.0,0.9718000000000031
2400,-19450.0,0.9710000000000032
2450,-19450.0,0.9710000000000032
2500,-19442.0,0.9706000000000032
2550,-19430.0,0.9700000000000033
2600,-19418.0,0.9694000000000034
2650,-19410.0,0.9688000000000034
2700,-19412.0,0.9688000000000034
2750,-19402.0,0.9682000000000035
2800,-19392.0,0.9676000000000036
2850,-19384.0,0.9670000000000036
2900,-19368.0,0.9660000000000037
2950,-19352.0,0.9650000000000039
3000,-19334.0,0.9642000000000039
3050,-19322.0,0.963600000000004
3100,-19314.0,0.9630000000000041
3150,-19312.0,0.9628000000000041
3200,-19302.0,0.9622000000000042
3250,-19282.0,0.9612000000000043
3300,-19258.0,0.9598000000000044
3350,-19252.0,0.9594000000000045
3400,-19230.0,0.9582000000000046
3450,-19230.0,0.9580000000000046
3500,-19208.0,0.9568000000000048
3550,-19196.0,0.9560000000000048
3600,-19194.0,0.9558000000000049
3650,-19180.0,0.955000000000005
3700,-19154.0,0.9540000000000051
3750,-19136.0,0.9532000000000052
3800,-19124.0,0.9524000000000052
3850,-19102.0,0.9512000000000054
3900,-19094.0,0.9508000000000054
3950,-19088.0,0.9506000000000054
4000,-19074.0,0.9498000000000055
4050,-19074.0,0.9500000000000055
4100,-19062.0,0.9494000000000056
4150,-19038.0,0.9480000000000057
4200,-19020.0,0.9468000000000059
4250,-19014.0,0.9464000000000059
