n,E,M
0,-20000,1
50,-19948.0,0.9974000000000003
100,-19888.0,0.9944000000000006
150,-19824.0,0.991200000000001
200,-19766.0,0.9882000000000013
250,-19692.0,0.9844000000000017
300,-19622.0,0.9808000000000021
350,-19546.0,0.9770000000000025
400,-19480.0,0.9736000000000029
450,-19426.0,0.9706000000000032
500,-19384.0,0.9682000000000035
550,-19360.0,0.9670000000000036
600,-19310.0,0.9644000000000039
650,-19294.0,0.963200000000004
700,-19262.0,0.9616000000000042
750,-19228.0,0.9598000000000044
800,-19174.0,0.9570000000000047
850,-19114.0,0.9536000000000051
900,-19056.0,0.9504000000000055
950,-19010.0,0.9480000000000057
1000,-18944.0,0.9442000000000061
1050,-18928.0,0.9430000000000063
1100,-18912.0,0.9424000000000063
1150,-18862.0,0.9398000000000066
1200,-18812.0,0.9374000000000069
1250,-18770.0,0.9350000000000072
1300,-18740.0,0.9332000000000074
1350,-18716.0,0.9314000000000076
1400,-18672.0,0.9288000000000078
1450,-18644.0,0.9268000000000081
1500,-18574.0,0.9232000000000085
1550,-18528.0,0.9204000000000088
1600,-18460.0,0.9166000000000092
1650,-18442.0,0.9152000000000093
1700,-18392.0,0.9124000000000096
1750,-18352.0,0.9100000000000099
1800,-18296.0,0.9066000000000103
1850,-18244.0,0.9034000000000106
1900,-18212.0,0.9016000000000108
1950,-18188.0,0.900200000000011
2000,-18158.0,0.8980000000000112
2050,-18108.0,0.8948000000000116
2100,-18064.0,0.8918000000000119
2150,-18032.0,0.8896000000000122
2200,-17996.0,0.8870000000000124
2250,-17966.0,0.8850000000000127
2300,-17934.0,0.8830000000000129
2350,-17898.0,0.8812000000000131
2400,-17884.0,0.8806000000000132
2450,-17848.0,0.8788000000000133
2500,-17776.0,0.8742000000000139
2550,-17726.0,0.8710000000000142
2600,-17682.0,0.8684000000000145
2650,-17634.0,0.8650000000000149
2700,-17614.0,0.863800000000015
2750,-17570.0,0.8608000000000153
2800,-17540.0,0.8586000000000156
