n,E,M
0,-20000,1
50,-19968.0,0.9984000000000002
100,-19928.0,0.9964000000000004
150,-19908.0,0.9954000000000005
200,-19880.0,0.9940000000000007
250,-19864.0,0.9932000000000007
300,-19842.0,0.9920000000000009
350,-19814.0,0.990600000000001
400,-19802.0,0.9900000000000011
450,-19782.0,0.9890000000000012
500,-19746.0,0.9872000000000014
550,-19726.0,0.9862000000000015
600,-19710.0,0.9854000000000016
650,-19694.0,0.9846000000000017
700,-19656.0,0.9826000000000019
750,-19628.0,0.9812000000000021
800,-19610.0,0.9800000000000022
850,-19586.0,0.9786000000000024
900,-19570.0,0.9778000000000024
950,-19544.0,0.9764000000000026
1000,-19530.0,0.9756000000000027
1050,-19510.0,0.9744000000000028
1100,-19468.0,0.9722000000000031
1150,-19448.0,0.9712000000000032
1200,-19406.0,0.9690000000000034
1250,-19402.0,0.9688000000000034
1300,-19364.0,0.9668000000000037
1350,-19358.0,0.9664000000000037
1400,-19344.0,0.9654000000000038
1450,-19330.0,0.9646000000000039
1500,-19326.0,0.9644000000000039
1550,-19306.0,0.963400000000004
1600,-19270.0,0.9614000000000043
1650,-19250.0,0.9604000000000044
1700,-19240.0,0.9600000000000044
1750,-19212.0,0.9584000000000046
1800,-19182.0,0.9566000000000048
1850,-19174.0,0.9562000000000048
1900,-19144.0,0.954400000000005
1950,-19114.0,0.9528000000000052
2000,-19098.0,0.9520000000000053
2050,-19082.0,0.9510000000000054
2100,-19064.0,0.9500000000000055
2150,-19054.0,0.9492000000000056
2200,-19020.0,0.9472000000000058
2250,-18994.0,0.945800000000006
2300,-18978.0,0.9450000000000061
2350,-18950.0,0.9434000000000062
2400,-18924.0,0.9420000000000064
2450,-18896.0,0.9404000000000066
2500,-18862.0,0.9386000000000068
2550,-18834.0,0.9370000000000069
2600,-18804.0,0.9354000000000071
2650,-18776.0,0.9338000000000073
2700,-18750.0,0.9320000000000075
2750,-18718.0,0.9300000000000077
2800,-18702.0,0.9288000000000078
2850,-18674.0,0.927000000000008
2900,-18658.0,0.9258000000000082
2950,-18638.0,0.9244000000000083
3000,-18628.0,0.9238000000000084
3050,-18614.0,0.9228000000000085
3100,-18594.0,0.9216000000000086
3150,-18580.0,0.9212000000000087
3200,-18556.0,0.9194000000000089
3250,-18526.0,0.918000000000009
3300,-18508.0,0.9166000000000092
3350,-18468.0,0.9142000000000094
3400,-18456.0,0.9134000000000095
3450,-18434.0,0.9122000000000097
3500,-18430.0,0.9120000000000097
3550,-18406.0,0.9102000000000099
3600,-18386.0,0.90920000000001
3650,-18374.0,0.9080000000000101
3700,-18362.0,0.9072000000000102
3750,-18340.0,0.9056000000000104
3800,-18322.0,0.9046000000000105
3850,-18284.0,0.9024000000000107
3900,-18276.0,0.9016000000000108
3950,-18262.0,0.900200000000011
4000,-18226.0,0.8980000000000112
4050,-18194.0,0.8958000000000115
4100,-18176.0,0.8946000000000116
4150,-18142.0,0.8924000000000119
4200,-18142.0,0.8922000000000119
4250,-18126.0,0.891200000000012
4300,-18100.0,0.8894000000000122
4350,-18080.0,0.8884000000000123
4400,-18052.0,0.8868000000000125
4450,-18024.0,0.8854000000000126
4500,-18014.0,0.8852000000000126
4550,-18008.0,0.8850000000000127
4600,-18006.0,0.8846000000000127
4650,-17976.0,0.8828000000000129
4700,-17942.0,0.8806000000000132
4750,-17920.0,0.8792000000000133
4800,-17898.0,0.8780000000000134
4850,-17872.0,0.8762000000000136
