n,E,M
1000000,-14692.0,0.024000000000077466
1000050,-14696.0,0.024200000000077465
1000100,-14694.0,0.02480000000007746
1000150,-14698.0,0.024400000000077464
1000200,-14702.0,0.024400000000077464
1000250,-14702.0,0.02520000000007746
1000300,-14700.0,0.026000000000077454
1000350,-14694.0,0.027000000000077448
1000400,-14676.0,0.02680000000007745
1000450,-14674.0,0.025400000000077458
1000500,-14668.0,0.02520000000007746
1000550,-14684.0,0.02500000000007746
1000600,-14684.0,0.02480000000007746
1000650,-14680.0,0.024400000000077464
1000700,-14668.0,0.02500000000007746
1000750,-14678.0,0.02480000000007746
1000800,-14684.0,0.023800000000077468
1000850,-14674.0,0.02500000000007746
1000900,-14668.0,0.023800000000077468
1000950,-14672.0,0.024400000000077464
1001000,-14676.0,0.02520000000007746
1001050,-14692.0,0.02520000000007746
1001100,-14698.0,0.024600000000077463
1001150,-14700.0,0.024600000000077463
1001200,-14700.0,0.02500000000007746
1001250,-14702.0,0.025400000000077458
1001300,-14690.0,0.025600000000077457
1001350,-14690.0,0.024400000000077464
1001400,-14696.0,0.02320000000007747
1001450,-14702.0,0.02360000000007747
1001500,-14714.0,0.023800000000077468
1001550,-14716.0,0.022200000000077477
1001600,-14718.0,0.022400000000077476
1001650,-14722.0,0.022200000000077477
1001700,-14740.0,0.02180000000007748
1001750,-14734.0,0.02200000000007748
1001800,-14722.0,0.022800000000077474
1001850,-14716.0,0.02200000000007748
1001900,-14718.0,0.021200000000077483
1001950,-14694.0,0.021400000000077482
1002000,-14704.0,0.020600000000077487
1002050,-14710.0,0.020600000000077487
1002100,-14714.0,0.020600000000077487
1002150,-14716.0,0.022200000000077477
1002200,-14736.0,0.022400000000077476
1002250,-14742.0,0.022600000000077475
1002300,-14724.0,0.022800000000077474
1002350,-14716.0,0.02180000000007748
1002400,-14706.0,0.02180000000007748
1002450,-14716.0,0.021000000000077484
1002500,-14710.0,0.021400000000077482
1002550,-14716.0,0.02320000000007747
1002600,-14722.0,0.02360000000007747
1002650,-14722.0,0.023000000000077472
1002700,-14732.0,0.022600000000077475
1002750,-14714.0,0.020800000000077486
1002800,-14706.0,0.021000000000077484
1002850,-14720.0,0.02180000000007748
1002900,-14696.0,0.022400000000077476
1002950,-14698.0,0.022200000000077477
1003000,-14716.0,0.02180000000007748
1003050,-14724.0,0.021400000000077482
1003100,-14716.0,0.021400000000077482
1003150,-14706.0,0.020800000000077486
1003200,-14706.0,0.022400000000077476
1003250,-14708.0,0.023000000000077472
1003300,-14712.0,0.022800000000077474
1003350,-14716.0,0.023000000000077472
1003400,-14722.0,0.022400000000077476
1003450,-14724.0,0.021200000000077483
1003500,-14718.0,0.021200000000077483
1003550,-14722.0,0.022400000000077476
1003600,-14720.0,0.022600000000077475
1003650,-14728.0,0.02320000000007747
1003700,-14716.0,0.02360000000007747
1003750,-14730.0,0.024400000000077464
1003800,-14720.0,0.02480000000007746
1003850,-14728.0,0.02520000000007746
1003900,-14752.0,0.023000000000077472
1003950,-14752.0,0.022200000000077477
1004000,-14748.0,0.021000000000077484
1004050,-14758.0,0.020800000000077486
1004100,-14766.0,0.020400000000077488
1004150,-14756.0,0.01980000000007749
1004200,-14756.0,0.020800000000077486
1004250,-14756.0,0.02020000000007749
1004300,-14756.0,0.02000000000007749
1004350,-14770.0,0.019400000000077494
1004400,-14772.0,0.020600000000077487
1004450,-14762.0,0.019600000000077493
1004500,-14758.0,0.0184000000000775
1004550,-14770.0,0.019200000000077495
1004600,-14776.0,0.019000000000077497
1004650,-14766.0,0.018000000000077503
1004700,-14766.0,0.017600000000077505
1004750,-14758.0,0.0184000000000775
1004800,-14780.0,0.019000000000077497
1004850,-14784.0,0.018800000000077498
1004900,-14788.0,0.019200000000077495
1004950,-14794.0,0.02000000000007749
1005000,-14796.0,0.019400000000077494
1005050,-14786.0,0.01980000000007749
1005100,-14794.0,0.019400000000077494
1005150,-14800.0,0.020400000000077488
1005200,-14782.0,0.019200000000077495
1005250,-14778.0,0.0182000000000775
1005300,-14772.0,0.02000000000007749
1005350,-14760.0,0.020600000000077487
1005400,-14762.0,0.02180000000007748
1005450,-14762.0,0.022200000000077477
1005500,-14770.0,0.02160000000007748
1005550,-14780.0,0.021000000000077484
1005600,-14790.0,0.020800000000077486
1005650,-14782.0,0.020800000000077486
1005700,-14770.0,0.020800000000077486
1005750,-14770.0,0.020800000000077486
1005800,-14766.0,0.020600000000077487
1005850,-14770.0,0.02160000000007748
1005900,-14770.0,0.022800000000077474
1005950,-14772.0,0.022200000000077477
1006000,-14762.0,0.022600000000077475
1006050,-14766.0,0.02320000000007747
1006100,-14766.0,0.022600000000077475
1006150,-14766.0,0.02320000000007747
1006200,-14764.0,0.02500000000007746
1006250,-14762.0,0.027000000000077448
1006300,-14754.0,0.027400000000077446
1006350,-14750.0,0.029400000000077434
1006400,-14756.0,0.028800000000077437
1006450,-14754.0,0.03000000000007743
1006500,-14758.0,0.03140000000007742
1006550,-14752.0,0.032600000000077414
1006600,-14750.0,0.031200000000077423
1006650,-14756.0,0.03140000000007742
1006700,-14770.0,0.031200000000077423
1006750,-14782.0,0.03220000000007742
1006800,-14772.0,0.03200000000007742
1006850,-14766.0,0.03180000000007742
1006900,-14760.0,0.030800000000077425
1006950,-14746.0,0.029600000000077432
1007000,-14752.0,0.03160000000007742
1007050,-14752.0,0.032400000000077415
1007100,-14742.0,0.03160000000007742
1007150,-14742.0,0.02980000000007743
1007200,-14744.0,0.031200000000077423
1007250,-14748.0,0.03140000000007742
1007300,-14766.0,0.029000000000077436
1007350,-14764.0,0.03000000000007743
1007400,-14752.0,0.03140000000007742
1007450,-14750.0,0.03200000000007742
1007500,-14754.0,0.030600000000077426
1007550,-14740.0,0.027800000000077443
1007600,-14744.0,0.027200000000077447
1007650,-14742.0,0.027800000000077443
1007700,-14728.0,0.02860000000007744
1007750,-14720.0,0.028800000000077437
1007800,-14712.0,0.02820000000007744
1007850,-14726.0,0.02660000000007745
1007900,-14728.0,0.027400000000077446
1007950,-14724.0,0.026200000000077453
1008000,-14726.0,0.026000000000077454
1008050,-14726.0,0.027200000000077447
1008100,-14736.0,0.026200000000077453
1008150,-14750.0,0.02660000000007745
1008200,-14736.0,0.027000000000077448
1008250,-14730.0,0.029400000000077434
1008300,-14728.0,0.030400000000077428
1008350,-14738.0,0.028800000000077437
1008400,-14738.0,0.02840000000007744
1008450,-14740.0,0.029600000000077432
1008500,-14746.0,0.03000000000007743
1008550,-14754.0,0.03020000000007743
1008600,-14740.0,0.028800000000077437
1008650,-14740.0,0.028800000000077437
1008700,-14748.0,0.029200000000077435
1008750,-14750.0,0.029400000000077434
1008800,-14734.0,0.02840000000007744
1008850,-14754.0,0.027000000000077448
1008900,-14732.0,0.027400000000077446
1008950,-14720.0,0.027600000000077445
1009000,-14718.0,0.027800000000077443
1009050,-14726.0,0.02820000000007744
1009100,-14716.0,0.029000000000077436
1009150,-14728.0,0.030800000000077425
1009200,-14732.0,0.031000000000077424
1009250,-14734.0,0.030600000000077426
1009300,-14750.0,0.030600000000077426
1009350,-14748.0,0.03000000000007743
1009400,-14740.0,0.030600000000077426
1009450,-14738.0,0.030400000000077428
1009500,-14744.0,0.030600000000077426
1009550,-14738.0,0.03020000000007743
1009600,-14736.0,0.03180000000007742
1009650,-14726.0,0.03160000000007742
1009700,-14730.0,0.03160000000007742
1009750,-14732.0,0.03220000000007742
1009800,-14724.0,0.03300000000007741
1009850,-14730.0,0.03360000000007741
1009900,-14742.0,0.0344000000000774
1009950,-14742.0,0.0346000000000774
1010000,-14738.0,0.0344000000000774
1010050,-14728.0,0.03380000000007741
1010100,-14732.0,0.03380000000007741
1010150,-14748.0,0.0348000000000774
1010200,-14750.0,0.0350000000000774
1010250,-14748.0,0.0352000000000774
1010300,-14748.0,0.03640000000007739
1010350,-14748.0,0.03660000000007739
1010400,-14758.0,0.03680000000007739
1010450,-14758.0,0.035800000000077395
1010500,-14756.0,0.0348000000000774
1010550,-14764.0,0.0354000000000774
1010600,-14774.0,0.03620000000007739
1010650,-14764.0,0.03700000000007739
1010700,-14756.0,0.03780000000007738
1010750,-14762.0,0.03840000000007738
1010800,-14756.0,0.03780000000007738
1010850,-14760.0,0.037200000000077386
1010900,-14756.0,0.03780000000007738
1010950,-14762.0,0.037200000000077386
1011000,-14764.0,0.036000000000077394
1011050,-14760.0,0.03620000000007739
1011100,-14746.0,0.0352000000000774
1011150,-14746.0,0.03340000000007741
1011200,-14744.0,0.0346000000000774
1011250,-14750.0,0.0354000000000774
1011300,-14760.0,0.035600000000077396
1011350,-14758.0,0.036000000000077394
1011400,-14764.0,0.03700000000007739
1011450,-14768.0,0.037200000000077386
1011500,-14778.0,0.03680000000007739
1011550,-14774.0,0.03620000000007739
1011600,-14776.0,0.037400000000077385
1011650,-14774.0,0.03820000000007738
1011700,-14778.0,0.03880000000007738
1011750,-14786.0,0.03980000000007737
1011800,-14792.0,0.03980000000007737
1011850,-14802.0,0.039000000000077376
1011900,-14798.0,0.03940000000007737
1011950,-14794.0,0.039200000000077374
1012000,-14784.0,0.039000000000077376
1012050,-14788.0,0.04000000000007737
1012100,-14786.0,0.04000000000007737
1012150,-14792.0,0.03860000000007738
1012200,-14792.0,0.03780000000007738
1012250,-14798.0,0.03660000000007739
1012300,-14794.0,0.035600000000077396
1012350,-14796.0,0.035600000000077396
1012400,-14794.0,0.036000000000077394
1012450,-14788.0,0.03620000000007739
1012500,-14784.0,0.03660000000007739
1012550,-14790.0,0.03640000000007739
1012600,-14796.0,0.035600000000077396
1012650,-14794.0,0.035600000000077396
1012700,-14790.0,0.03620000000007739
1012750,-14790.0,0.03820000000007738
1012800,-14790.0,0.03880000000007738
1012850,-14774.0,0.03960000000007737
1012900,-14778.0,0.04160000000007736
1012950,-14778.0,0.04020000000007737
1013000,-14772.0,0.04000000000007737
1013050,-14768.0,0.03980000000007737
1013100,-14776.0,0.04040000000007737
1013150,-14766.0,0.03940000000007737
1013200,-14778.0,0.040600000000077366
1013250,-14770.0,0.04100000000007736
1013300,-14782.0,0.04120000000007736
1013350,-14784.0,0.04040000000007737
1013400,-14790.0,0.040800000000077365
1013450,-14796.0,0.04200000000007736
1013500,-14796.0,0.042400000000077355
1013550,-14784.0,0.04280000000007735
1013600,-14780.0,0.044000000000077345
1013650,-14790.0,0.044000000000077345
1013700,-14790.0,0.045600000000077336
1013750,-14788.0,0.04640000000007733
1013800,-14794.0,0.047600000000077324
1013850,-14806.0,0.04680000000007733
1013900,-14806.0,0.04820000000007732
1013950,-14820.0,0.04840000000007732
1014000,-14820.0,0.047200000000077326
1014050,-14816.0,0.04700000000007733
1014100,-14808.0,0.04660000000007733
1014150,-14814.0,0.04640000000007733
1014200,-14822.0,0.04660000000007733
1014250,-14812.0,0.047200000000077326
1014300,-14818.0,0.04860000000007732
1014350,-14820.0,0.04960000000007731
1014400,-14812.0,0.05020000000007731
1014450,-14822.0,0.050800000000077304
1014500,-14824.0,0.0518000000000773
1014550,-14820.0,0.05260000000007729
1014600,-14822.0,0.05300000000007729
1014650,-14822.0,0.05260000000007729
1014700,-14820.0,0.052200000000077296
1014750,-14842.0,0.0516000000000773
1014800,-14838.0,0.0516000000000773
1014850,-14844.0,0.0516000000000773
1014900,-14838.0,0.0520000000000773
1014950,-14830.0,0.0516000000000773
1015000,-14830.0,0.05040000000007731
1015050,-14822.0,0.0510000000000773
1015100,-14820.0,0.04980000000007731
1015150,-14824.0,0.04980000000007731
1015200,-14820.0,0.049200000000077314
1015250,-14828.0,0.048800000000077316
1015300,-14820.0,0.04940000000007731
1015350,-14802.0,0.05040000000007731
1015400,-14792.0,0.049000000000077315
1015450,-14784.0,0.05000000000007731
1015500,-14796.0,0.05020000000007731
1015550,-14800.0,0.050800000000077304
1015600,-14800.0,0.0514000000000773
1015650,-14808.0,0.0514000000000773
1015700,-14800.0,0.0512000000000773
1015750,-14798.0,0.0520000000000773
1015800,-14808.0,0.050800000000077304
1015850,-14806.0,0.05000000000007731
1015900,-14814.0,0.05000000000007731
1015950,-14824.0,0.05000000000007731
1016000,-14832.0,0.04980000000007731
1016050,-14834.0,0.05040000000007731
1016100,-14828.0,0.04860000000007732
1016150,-14822.0,0.04960000000007731
1016200,-14828.0,0.04980000000007731
