n,E,M
1000000,-17548.0,0.755000000000027
1000050,-17552.0,0.754600000000027
1000100,-17556.0,0.754800000000027
1000150,-17546.0,0.754400000000027
1000200,-17542.0,0.7540000000000271
1000250,-17552.0,0.754400000000027
1000300,-17546.0,0.7540000000000271
1000350,-17544.0,0.7536000000000271
1000400,-17540.0,0.7530000000000272
1000450,-17554.0,0.7534000000000272
1000500,-17562.0,0.7540000000000271
1000550,-17554.0,0.754600000000027
1000600,-17554.0,0.7542000000000271
1000650,-17562.0,0.754800000000027
1000700,-17556.0,0.7542000000000271
1000750,-17560.0,0.754600000000027
1000800,-17562.0,0.754800000000027
1000850,-17560.0,0.755200000000027
1000900,-17552.0,0.754400000000027
1000950,-17556.0,0.754800000000027
1001000,-17550.0,0.754400000000027
1001050,-17536.0,0.7532000000000272
1001100,-17526.0,0.7530000000000272
1001150,-17536.0,0.7542000000000271
1001200,-17550.0,0.754600000000027
1001250,-17550.0,0.7554000000000269
1001300,-17540.0,0.754600000000027
1001350,-17538.0,0.7542000000000271
1001400,-17520.0,0.7532000000000272
1001450,-17516.0,0.7536000000000271
1001500,-17512.0,0.7530000000000272
1001550,-17514.0,0.7528000000000272
1001600,-17520.0,0.7532000000000272
1001650,-17530.0,0.7536000000000271
1001700,-17532.0,0.7540000000000271
1001750,-17534.0,0.7536000000000271
1001800,-17524.0,0.7522000000000273
1001850,-17522.0,0.7524000000000273
1001900,-17522.0,0.7528000000000272
1001950,-17526.0,0.7532000000000272
1002000,-17536.0,0.7536000000000271
1002050,-17532.0,0.7536000000000271
1002100,-17530.0,0.7536000000000271
1002150,-17532.0,0.7530000000000272
1002200,-17534.0,0.7526000000000272
1002250,-17544.0,0.7536000000000271
1002300,-17536.0,0.7540000000000271
1002350,-17540.0,0.7538000000000271
1002400,-17540.0,0.7538000000000271
1002450,-17524.0,0.7536000000000271
1002500,-17522.0,0.7542000000000271
1002550,-17526.0,0.754800000000027
1002600,-17518.0,0.7554000000000269
1002650,-17504.0,0.754600000000027
1002700,-17512.0,0.754600000000027
1002750,-17510.0,0.754400000000027
1002800,-17510.0,0.754600000000027
1002850,-17510.0,0.754400000000027
1002900,-17504.0,0.7534000000000272
1002950,-17512.0,0.7530000000000272
1003000,-17504.0,0.7522000000000273
1003050,-17494.0,0.7518000000000273
1003100,-17500.0,0.7522000000000273
1003150,-17518.0,0.7532000000000272
1003200,-17522.0,0.7540000000000271
1003250,-17540.0,0.7556000000000269
1003300,-17544.0,0.7560000000000269
1003350,-17548.0,0.7566000000000268
1003400,-17548.0,0.7568000000000268
