n,E,M
1000000,-17158.0,0.6870000000000345
1000050,-17154.0,0.6858000000000346
1000100,-17158.0,0.6862000000000346
1000150,-17156.0,0.6858000000000346
1000200,-17154.0,0.6854000000000346
1000250,-17150.0,0.6856000000000346
1000300,-17142.0,0.6856000000000346
1000350,-17140.0,0.6860000000000346
1000400,-17124.0,0.6850000000000347
1000450,-17122.0,0.6844000000000348
1000500,-17122.0,0.6836000000000348
1000550,-17114.0,0.6828000000000349
1000600,-17114.0,0.682200000000035
1000650,-17114.0,0.682600000000035
1000700,-17112.0,0.682400000000035
1000750,-17122.0,0.6828000000000349
1000800,-17118.0,0.682200000000035
1000850,-17120.0,0.6810000000000351
1000900,-17108.0,0.681800000000035
1000950,-17108.0,0.682600000000035
1001000,-17100.0,0.6832000000000349
1001050,-17108.0,0.6828000000000349
1001100,-17100.0,0.682600000000035
1001150,-17094.0,0.682000000000035
1001200,-17092.0,0.6814000000000351
1001250,-17100.0,0.682000000000035
1001300,-17104.0,0.682200000000035
1001350,-17114.0,0.682600000000035
1001400,-17112.0,0.6830000000000349
1001450,-17112.0,0.6832000000000349
1001500,-17108.0,0.6828000000000349
1001550,-17114.0,0.6836000000000348
1001600,-17114.0,0.6834000000000349
1001650,-17114.0,0.682200000000035
1001700,-17124.0,0.682400000000035
1001750,-17136.0,0.6830000000000349
1001800,-17144.0,0.6838000000000348
1001850,-17148.0,0.6838000000000348
1001900,-17142.0,0.6840000000000348
1001950,-17140.0,0.6830000000000349
1002000,-17144.0,0.6840000000000348
1002050,-17152.0,0.6834000000000349
1002100,-17154.0,0.6836000000000348
1002150,-17148.0,0.682600000000035
1002200,-17152.0,0.682400000000035
1002250,-17152.0,0.6828000000000349
1002300,-17158.0,0.682000000000035
1002350,-17154.0,0.6808000000000352
1002400,-17150.0,0.6808000000000352
1002450,-17140.0,0.6802000000000352
1002500,-17144.0,0.6804000000000352
1002550,-17142.0,0.6806000000000352
1002600,-17142.0,0.6796000000000353
1002650,-17140.0,0.6800000000000352
1002700,-17140.0,0.6794000000000353
1002750,-17144.0,0.6794000000000353
1002800,-17134.0,0.6796000000000353
1002850,-17126.0,0.6784000000000354
1002900,-17122.0,0.6784000000000354
1002950,-17124.0,0.6792000000000353
1003000,-17126.0,0.6790000000000354
1003050,-17132.0,0.6786000000000354
1003100,-17128.0,0.6782000000000354
1003150,-17130.0,0.6784000000000354
1003200,-17120.0,0.6778000000000355
1003250,-17116.0,0.6776000000000355
1003300,-17116.0,0.6770000000000356
1003350,-17116.0,0.6770000000000356
1003400,-17134.0,0.6776000000000355
1003450,-17120.0,0.6768000000000356
1003500,-17116.0,0.6762000000000357
1003550,-17114.0,0.6756000000000357
1003600,-17110.0,0.6758000000000357
1003650,-17108.0,0.6752000000000358
1003700,-17114.0,0.6750000000000358
1003750,-17106.0,0.6752000000000358
1003800,-17108.0,0.6756000000000357
1003850,-17114.0,0.6770000000000356
1003900,-17112.0,0.6768000000000356
1003950,-17108.0,0.6764000000000356
1004000,-17108.0,0.6768000000000356
1004050,-17118.0,0.6782000000000354
1004100,-17118.0,0.6788000000000354
1004150,-17116.0,0.6788000000000354
1004200,-17110.0,0.6786000000000354
1004250,-17110.0,0.6792000000000353
1004300,-17108.0,0.6798000000000353
1004350,-17090.0,0.6790000000000354
1004400,-17104.0,0.6796000000000353
1004450,-17106.0,0.6796000000000353
1004500,-17102.0,0.6798000000000353
1004550,-17092.0,0.6788000000000354
1004600,-17080.0,0.6782000000000354
1004650,-17078.0,0.6788000000000354
1004700,-17070.0,0.6788000000000354
1004750,-17074.0,0.6790000000000354
1004800,-17070.0,0.6786000000000354
1004850,-17064.0,0.6786000000000354
1004900,-17072.0,0.6788000000000354
1004950,-17078.0,0.6790000000000354
1005000,-17074.0,0.6784000000000354
1005050,-17072.0,0.6778000000000355
1005100,-17074.0,0.6778000000000355
1005150,-17074.0,0.6776000000000355
1005200,-17080.0,0.6788000000000354
1005250,-17076.0,0.6786000000000354
1005300,-17082.0,0.6788000000000354
1005350,-17082.0,0.6792000000000353
1005400,-17080.0,0.6792000000000353
1005450,-17076.0,0.6794000000000353
1005500,-17076.0,0.6792000000000353
1005550,-17078.0,0.6802000000000352
1005600,-17070.0,0.6790000000000354
1005650,-17066.0,0.6794000000000353
1005700,-17070.0,0.6790000000000354
1005750,-17070.0,0.6792000000000353
1005800,-17062.0,0.6790000000000354
1005850,-17070.0,0.6796000000000353
1005900,-17074.0,0.6796000000000353
1005950,-17066.0,0.6792000000000353
1006000,-17064.0,0.6792000000000353
1006050,-17078.0,0.6792000000000353
1006100,-17082.0,0.6792000000000353
1006150,-17072.0,0.6792000000000353
1006200,-17066.0,0.6792000000000353
1006250,-17074.0,0.6802000000000352
1006300,-17070.0,0.6792000000000353
1006350,-17056.0,0.6776000000000355
1006400,-17048.0,0.6766000000000356
1006450,-17052.0,0.6772000000000356
1006500,-17056.0,0.6772000000000356
1006550,-17072.0,0.6772000000000356
1006600,-17080.0,0.6774000000000355
1006650,-17096.0,0.6788000000000354
1006700,-17098.0,0.6790000000000354
1006750,-17100.0,0.6792000000000353
1006800,-17108.0,0.6800000000000352
1006850,-17106.0,0.6800000000000352
1006900,-17110.0,0.6800000000000352
1006950,-17110.0,0.6790000000000354
1007000,-17100.0,0.6784000000000354
1007050,-17098.0,0.6790000000000354
1007100,-17110.0,0.6792000000000353
1007150,-17106.0,0.6790000000000354
1007200,-17104.0,0.6786000000000354
1007250,-17104.0,0.6784000000000354
1007300,-17108.0,0.6784000000000354
1007350,-17094.0,0.6778000000000355
1007400,-17080.0,0.6772000000000356
1007450,-17086.0,0.6780000000000355
1007500,-17092.0,0.6782000000000354
1007550,-17094.0,0.6786000000000354
1007600,-17092.0,0.6786000000000354
1007650,-17082.0,0.6774000000000355
1007700,-17076.0,0.6770000000000356
1007750,-17064.0,0.6758000000000357
1007800,-17078.0,0.6764000000000356
1007850,-17076.0,0.6762000000000357
1007900,-17076.0,0.6764000000000356
1007950,-17076.0,0.6758000000000357
1008000,-17084.0,0.6760000000000357
1008050,-17088.0,0.6768000000000356
1008100,-17076.0,0.6762000000000357
1008150,-17068.0,0.6760000000000357
1008200,-17070.0,0.6758000000000357
1008250,-17078.0,0.6764000000000356
1008300,-17062.0,0.6752000000000358
1008350,-17068.0,0.6754000000000357
1008400,-17066.0,0.6756000000000357
1008450,-17064.0,0.6758000000000357
1008500,-17060.0,0.6754000000000357
1008550,-17056.0,0.6744000000000359
1008600,-17060.0,0.6744000000000359
