n,E,M
1000000,-18288.0,0.8718000000000141
1000050,-18286.0,0.8714000000000142
1000100,-18284.0,0.8710000000000142
1000150,-18286.0,0.8712000000000142
1000200,-18276.0,0.8706000000000143
1000250,-18276.0,0.8698000000000143
1000300,-18276.0,0.8696000000000144
1000350,-18276.0,0.8696000000000144
1000400,-18286.0,0.8702000000000143
1000450,-18286.0,0.8700000000000143
1000500,-18282.0,0.8702000000000143
1000550,-18284.0,0.8702000000000143
1000600,-18290.0,0.8708000000000142
1000650,-18290.0,0.8706000000000143
1000700,-18300.0,0.8712000000000142
1000750,-18296.0,0.8712000000000142
1000800,-18296.0,0.8716000000000141
1000850,-18288.0,0.8712000000000142
1000900,-18294.0,0.8710000000000142
1000950,-18296.0,0.8712000000000142
1001000,-18300.0,0.8706000000000143
1001050,-18312.0,0.8712000000000142
1001100,-18310.0,0.8714000000000142
1001150,-18316.0,0.8718000000000141
1001200,-18324.0,0.8722000000000141
1001250,-18324.0,0.872400000000014
1001300,-18326.0,0.8720000000000141
1001350,-18328.0,0.8720000000000141
1001400,-18330.0,0.8720000000000141
1001450,-18336.0,0.872600000000014
1001500,-18336.0,0.8722000000000141
1001550,-18332.0,0.8718000000000141
1001600,-18328.0,0.8718000000000141
1001650,-18328.0,0.8712000000000142
1001700,-18328.0,0.8714000000000142
1001750,-18336.0,0.8718000000000141
1001800,-18338.0,0.8716000000000141
1001850,-18336.0,0.8718000000000141
1001900,-18330.0,0.8716000000000141
1001950,-18336.0,0.8718000000000141
1002000,-18340.0,0.8722000000000141
1002050,-18336.0,0.8714000000000142
1002100,-18346.0,0.872400000000014
1002150,-18332.0,0.8716000000000141
1002200,-18328.0,0.8716000000000141
1002250,-18322.0,0.8716000000000141
1002300,-18328.0,0.8718000000000141
1002350,-18324.0,0.8712000000000142
1002400,-18320.0,0.8712000000000142
1002450,-18318.0,0.8710000000000142
1002500,-18318.0,0.8712000000000142
1002550,-18318.0,0.8714000000000142
1002600,-18318.0,0.8712000000000142
1002650,-18312.0,0.8708000000000142
1002700,-18320.0,0.8714000000000142
1002750,-18320.0,0.8716000000000141
1002800,-18338.0,0.873000000000014
1002850,-18334.0,0.873000000000014
1002900,-18332.0,0.872800000000014
1002950,-18324.0,0.872400000000014
1003000,-18332.0,0.872600000000014
1003050,-18326.0,0.8720000000000141
1003100,-18322.0,0.8710000000000142
1003150,-18320.0,0.8712000000000142
1003200,-18316.0,0.8710000000000142
1003250,-18316.0,0.8716000000000141
1003300,-18314.0,0.8720000000000141
1003350,-18314.0,0.8716000000000141
1003400,-18304.0,0.8712000000000142
1003450,-18306.0,0.8708000000000142
1003500,-18300.0,0.8704000000000143
1003550,-18294.0,0.8698000000000143
1003600,-18292.0,0.8696000000000144
1003650,-18284.0,0.8688000000000144
1003700,-18290.0,0.8690000000000144
1003750,-18292.0,0.8690000000000144
1003800,-18300.0,0.8696000000000144
1003850,-18294.0,0.8690000000000144
1003900,-18290.0,0.8688000000000144
1003950,-18292.0,0.8688000000000144
1004000,-18284.0,0.8682000000000145
1004050,-18284.0,0.8680000000000145
1004100,-18282.0,0.8676000000000146
1004150,-18282.0,0.8676000000000146
1004200,-18292.0,0.8682000000000145
1004250,-18302.0,0.8686000000000145
1004300,-18312.0,0.8694000000000144
1004350,-18322.0,0.8702000000000143
1004400,-18320.0,0.8702000000000143
1004450,-18332.0,0.8710000000000142
1004500,-18330.0,0.8708000000000142
1004550,-18328.0,0.8702000000000143
1004600,-18334.0,0.8706000000000143
1004650,-18338.0,0.8708000000000142
1004700,-18346.0,0.8714000000000142
1004750,-18328.0,0.8704000000000143
1004800,-18326.0,0.8702000000000143
1004850,-18328.0,0.8702000000000143
1004900,-18332.0,0.8706000000000143
1004950,-18322.0,0.8702000000000143
1005000,-18332.0,0.8710000000000142
1005050,-18330.0,0.8710000000000142
1005100,-18324.0,0.8706000000000143
1005150,-18326.0,0.8708000000000142
1005200,-18324.0,0.8718000000000141
1005250,-18330.0,0.872400000000014
1005300,-18320.0,0.8722000000000141
1005350,-18328.0,0.872400000000014
1005400,-18340.0,0.873000000000014
1005450,-18332.0,0.8720000000000141
1005500,-18318.0,0.8712000000000142
1005550,-18326.0,0.8716000000000141
1005600,-18330.0,0.8712000000000142
1005650,-18334.0,0.8714000000000142
1005700,-18342.0,0.8720000000000141
1005750,-18346.0,0.872400000000014
1005800,-18342.0,0.872400000000014
1005850,-18348.0,0.872800000000014
1005900,-18352.0,0.873200000000014
1005950,-18350.0,0.873200000000014
1006000,-18356.0,0.8736000000000139
1006050,-18350.0,0.873000000000014
1006100,-18346.0,0.872800000000014
1006150,-18344.0,0.872800000000014
1006200,-18344.0,0.872800000000014
1006250,-18348.0,0.873000000000014
1006300,-18342.0,0.872400000000014
1006350,-18350.0,0.872800000000014
1006400,-18352.0,0.873000000000014
1006450,-18338.0,0.8722000000000141
1006500,-18342.0,0.872400000000014
1006550,-18346.0,0.872600000000014
1006600,-18340.0,0.8722000000000141
1006650,-18338.0,0.8720000000000141
1006700,-18338.0,0.8722000000000141
1006750,-18338.0,0.8722000000000141
1006800,-18336.0,0.872800000000014
1006850,-18336.0,0.872600000000014
1006900,-18336.0,0.873000000000014
1006950,-18338.0,0.873200000000014
1007000,-18338.0,0.873000000000014
1007050,-18340.0,0.873200000000014
1007100,-18338.0,0.873200000000014
1007150,-18346.0,0.8738000000000139
1007200,-18344.0,0.8742000000000139
1007250,-18346.0,0.8746000000000138
1007300,-18340.0,0.8742000000000139
1007350,-18342.0,0.8742000000000139
1007400,-18356.0,0.8752000000000137
1007450,-18356.0,0.8754000000000137
1007500,-18340.0,0.8742000000000139
1007550,-18336.0,0.8742000000000139
1007600,-18332.0,0.8740000000000139
1007650,-18330.0,0.8738000000000139
1007700,-18316.0,0.873000000000014
1007750,-18302.0,0.8720000000000141
1007800,-18312.0,0.872400000000014
1007850,-18312.0,0.872400000000014
1007900,-18318.0,0.873000000000014
1007950,-18326.0,0.873200000000014
1008000,-18334.0,0.8734000000000139
1008050,-18340.0,0.8738000000000139
1008100,-18340.0,0.8736000000000139
1008150,-18344.0,0.8736000000000139
1008200,-18350.0,0.8744000000000138
1008250,-18348.0,0.8742000000000139
1008300,-18340.0,0.8736000000000139
1008350,-18346.0,0.8744000000000138
1008400,-18344.0,0.8742000000000139
1008450,-18344.0,0.8740000000000139
1008500,-18342.0,0.8734000000000139
1008550,-18338.0,0.873200000000014
