n,E,M
1000000,-18748.0,0.9174000000000091
1000050,-18750.0,0.9172000000000091
1000100,-18750.0,0.9170000000000091
1000150,-18752.0,0.9166000000000092
1000200,-18746.0,0.9162000000000092
1000250,-18748.0,0.9166000000000092
1000300,-18742.0,0.9164000000000092
1000350,-18740.0,0.9160000000000093
1000400,-18748.0,0.9166000000000092
1000450,-18748.0,0.9166000000000092
1000500,-18736.0,0.9158000000000093
1000550,-18734.0,0.9156000000000093
1000600,-18738.0,0.9158000000000093
1000650,-18746.0,0.9162000000000092
1000700,-18734.0,0.9156000000000093
1000750,-18746.0,0.9164000000000092
1000800,-18738.0,0.9158000000000093
1000850,-18734.0,0.9158000000000093
1000900,-18736.0,0.9158000000000093
1000950,-18732.0,0.9154000000000093
1001000,-18736.0,0.9152000000000093
1001050,-18736.0,0.9154000000000093
1001100,-18730.0,0.9156000000000093
1001150,-18732.0,0.9158000000000093
1001200,-18730.0,0.9160000000000093
1001250,-18726.0,0.9158000000000093
1001300,-18734.0,0.9162000000000092
1001350,-18736.0,0.9164000000000092
1001400,-18730.0,0.9162000000000092
1001450,-18734.0,0.9166000000000092
1001500,-18734.0,0.9172000000000091
1001550,-18726.0,0.9164000000000092
1001600,-18732.0,0.9166000000000092
1001650,-18726.0,0.9162000000000092
1001700,-18722.0,0.9160000000000093
1001750,-18722.0,0.9162000000000092
1001800,-18726.0,0.9166000000000092
1001850,-18724.0,0.9164000000000092
1001900,-18722.0,0.9164000000000092
1001950,-18718.0,0.9162000000000092
1002000,-18718.0,0.9160000000000093
1002050,-18720.0,0.9166000000000092
1002100,-18714.0,0.9164000000000092
1002150,-18704.0,0.9158000000000093
1002200,-18702.0,0.9158000000000093
1002250,-18698.0,0.9156000000000093
1002300,-18688.0,0.9150000000000094
1002350,-18692.0,0.9156000000000093
1002400,-18692.0,0.9156000000000093
1002450,-18694.0,0.9154000000000093
1002500,-18688.0,0.9148000000000094
1002550,-18698.0,0.9152000000000093
1002600,-18696.0,0.9154000000000093
1002650,-18690.0,0.9150000000000094
1002700,-18686.0,0.9146000000000094
1002750,-18680.0,0.9144000000000094
1002800,-18682.0,0.9148000000000094
1002850,-18684.0,0.9148000000000094
1002900,-18686.0,0.9152000000000093
1002950,-18682.0,0.9148000000000094
1003000,-18676.0,0.9144000000000094
1003050,-18680.0,0.9144000000000094
1003100,-18680.0,0.9144000000000094
1003150,-18680.0,0.9144000000000094
1003200,-18678.0,0.9140000000000095
1003250,-18672.0,0.9134000000000095
1003300,-18668.0,0.9130000000000096
1003350,-18668.0,0.9126000000000096
1003400,-18670.0,0.9130000000000096
1003450,-18680.0,0.9138000000000095
1003500,-18676.0,0.9134000000000095
1003550,-18680.0,0.9136000000000095
1003600,-18680.0,0.9136000000000095
1003650,-18672.0,0.9132000000000096
1003700,-18668.0,0.9128000000000096
1003750,-18660.0,0.9124000000000096
1003800,-18660.0,0.9124000000000096
1003850,-18646.0,0.9114000000000098
1003900,-18650.0,0.9116000000000097
1003950,-18640.0,0.9108000000000098
1004000,-18644.0,0.9110000000000098
1004050,-18648.0,0.9110000000000098
1004100,-18640.0,0.9106000000000098
1004150,-18640.0,0.9106000000000098
1004200,-18652.0,0.9114000000000098
1004250,-18664.0,0.9120000000000097
1004300,-18660.0,0.9116000000000097
1004350,-18662.0,0.9118000000000097
1004400,-18656.0,0.9116000000000097
1004450,-18656.0,0.9116000000000097
1004500,-18658.0,0.9120000000000097
1004550,-18662.0,0.9120000000000097
1004600,-18658.0,0.9118000000000097
1004650,-18650.0,0.9110000000000098
1004700,-18654.0,0.9110000000000098
1004750,-18648.0,0.9100000000000099
1004800,-18646.0,0.9102000000000099
1004850,-18646.0,0.9104000000000099
1004900,-18650.0,0.9106000000000098
1004950,-18652.0,0.9106000000000098
1005000,-18650.0,0.9102000000000099
1005050,-18650.0,0.90960000000001
1005100,-18652.0,0.9098000000000099
1005150,-18650.0,0.90960000000001
1005200,-18638.0,0.90900000000001
1005250,-18646.0,0.90940000000001
1005300,-18640.0,0.90880000000001
1005350,-18640.0,0.90880000000001
1005400,-18636.0,0.9086000000000101
1005450,-18650.0,0.90960000000001
1005500,-18652.0,0.9098000000000099
1005550,-18652.0,0.90960000000001
1005600,-18654.0,0.9098000000000099
1005650,-18662.0,0.90960000000001
1005700,-18664.0,0.9098000000000099
1005750,-18674.0,0.9102000000000099
1005800,-18676.0,0.9102000000000099
1005850,-18686.0,0.9104000000000099
1005900,-18686.0,0.9102000000000099
1005950,-18694.0,0.9104000000000099
1006000,-18690.0,0.9102000000000099
1006050,-18692.0,0.9106000000000098
1006100,-18692.0,0.9104000000000099
1006150,-18688.0,0.9104000000000099
1006200,-18678.0,0.9100000000000099
1006250,-18680.0,0.90940000000001
1006300,-18678.0,0.90880000000001
1006350,-18684.0,0.90920000000001
1006400,-18688.0,0.90960000000001
1006450,-18698.0,0.9100000000000099
1006500,-18708.0,0.9104000000000099
1006550,-18708.0,0.9108000000000098
1006600,-18712.0,0.9112000000000098
1006650,-18720.0,0.9114000000000098
1006700,-18720.0,0.9112000000000098
1006750,-18724.0,0.9114000000000098
1006800,-18722.0,0.9114000000000098
1006850,-18726.0,0.9114000000000098
1006900,-18726.0,0.9116000000000097
1006950,-18734.0,0.9120000000000097
1007000,-18736.0,0.9122000000000097
1007050,-18740.0,0.9126000000000096
1007100,-18726.0,0.9118000000000097
1007150,-18724.0,0.9122000000000097
1007200,-18728.0,0.9124000000000096
1007250,-18724.0,0.9122000000000097
1007300,-18722.0,0.9118000000000097
1007350,-18720.0,0.9116000000000097
1007400,-18724.0,0.9118000000000097
1007450,-18722.0,0.9114000000000098
1007500,-18730.0,0.9116000000000097
1007550,-18734.0,0.9114000000000098
1007600,-18734.0,0.9122000000000097
1007650,-18730.0,0.9118000000000097
1007700,-18728.0,0.9116000000000097
1007750,-18734.0,0.9118000000000097
1007800,-18736.0,0.9116000000000097
1007850,-18730.0,0.9110000000000098
1007900,-18726.0,0.9108000000000098
1007950,-18718.0,0.9110000000000098
1008000,-18718.0,0.9110000000000098
1008050,-18724.0,0.9112000000000098
1008100,-18728.0,0.9116000000000097
1008150,-18726.0,0.9116000000000097
1008200,-18726.0,0.9114000000000098
1008250,-18736.0,0.9116000000000097
1008300,-18734.0,0.9114000000000098
1008350,-18726.0,0.9110000000000098
1008400,-18722.0,0.9108000000000098
1008450,-18712.0,0.9102000000000099
1008500,-18706.0,0.90960000000001
1008550,-18702.0,0.90940000000001
1008600,-18700.0,0.90940000000001
1008650,-18696.0,0.90900000000001
1008700,-18700.0,0.90960000000001
1008750,-18702.0,0.9100000000000099
1008800,-18704.0,0.9100000000000099
1008850,-18702.0,0.90960000000001
1008900,-18704.0,0.9098000000000099
1008950,-18698.0,0.90920000000001
1009000,-18690.0,0.90900000000001
1009050,-18690.0,0.90920000000001
1009100,-18688.0,0.90920000000001
1009150,-18686.0,0.90900000000001
1009200,-18686.0,0.90920000000001
1009250,-18696.0,0.9098000000000099
1009300,-18692.0,0.90960000000001
1009350,-18688.0,0.90960000000001
1009400,-18688.0,0.90960000000001
1009450,-18690.0,0.90960000000001
1009500,-18688.0,0.90960000000001
1009550,-18696.0,0.9100000000000099
1009600,-18694.0,0.90960000000001
1009650,-18698.0,0.9100000000000099
1009700,-18700.0,0.9102000000000099
1009750,-18694.0,0.9102000000000099
1009800,-18694.0,0.9100000000000099
1009850,-18688.0,0.9100000000000099
1009900,-18686.0,0.9100000000000099
1009950,-18688.0,0.9102000000000099
1010000,-18696.0,0.9106000000000098
1010050,-18694.0,0.9102000000000099
1010100,-18704.0,0.9108000000000098
1010150,-18704.0,0.9104000000000099
1010200,-18704.0,0.9102000000000099
1010250,-18698.0,0.9104000000000099
1010300,-18696.0,0.9104000000000099
1010350,-18704.0,0.9108000000000098
1010400,-18704.0,0.9110000000000098
1010450,-18706.0,0.9114000000000098
1010500,-18700.0,0.9110000000000098
1010550,-18696.0,0.9110000000000098
1010600,-18698.0,0.9112000000000098
1010650,-18698.0,0.9114000000000098
1010700,-18694.0,0.9116000000000097
1010750,-18694.0,0.9114000000000098
1010800,-18690.0,0.9112000000000098
1010850,-18688.0,0.9110000000000098
1010900,-18688.0,0.9112000000000098
1010950,-18690.0,0.9110000000000098
1011000,-18676.0,0.9106000000000098
1011050,-18666.0,0.9102000000000099
1011100,-18672.0,0.9106000000000098
1011150,-18678.0,0.9110000000000098
1011200,-18672.0,0.9108000000000098
1011250,-18676.0,0.9114000000000098
1011300,-18680.0,0.9120000000000097
1011350,-18686.0,0.9122000000000097
1011400,-18682.0,0.9116000000000097
1011450,-18694.0,0.9122000000000097
1011500,-18688.0,0.9118000000000097
1011550,-18686.0,0.9120000000000097
1011600,-18688.0,0.9122000000000097
1011650,-18674.0,0.9112000000000098
1011700,-18674.0,0.9106000000000098
1011750,-18684.0,0.9110000000000098
1011800,-18692.0,0.9114000000000098
1011850,-18698.0,0.9118000000000097
1011900,-18690.0,0.9114000000000098
1011950,-18680.0,0.9108000000000098
1012000,-18678.0,0.9106000000000098
1012050,-18674.0,0.9106000000000098
1012100,-18678.0,0.9108000000000098
1012150,-18686.0,0.9114000000000098
1012200,-18680.0,0.9112000000000098
1012250,-18674.0,0.9108000000000098
1012300,-18680.0,0.9114000000000098
1012350,-18682.0,0.9114000000000098
1012400,-18676.0,0.9110000000000098
1012450,-18682.0,0.9114000000000098
1012500,-18670.0,0.9110000000000098
1012550,-18670.0,0.9110000000000098
1012600,-18676.0,0.9116000000000097
1012650,-18674.0,0.9114000000000098
1012700,-18666.0,0.9110000000000098
1012750,-18660.0,0.9106000000000098
1012800,-18658.0,0.9104000000000099
1012850,-18660.0,0.9104000000000099
1012900,-18654.0,0.9100000000000099
1012950,-18656.0,0.90960000000001
1013000,-18652.0,0.90900000000001
1013050,-18654.0,0.90880000000001
1013100,-18654.0,0.9084000000000101
1013150,-18656.0,0.90900000000001
1013200,-18662.0,0.90940000000001
1013250,-18660.0,0.9100000000000099
1013300,-18662.0,0.9102000000000099
1013350,-18664.0,0.9100000000000099
1013400,-18658.0,0.90960000000001
1013450,-18660.0,0.90940000000001
1013500,-18658.0,0.90900000000001
1013550,-18656.0,0.90940000000001
1013600,-18664.0,0.9100000000000099
1013650,-18664.0,0.9098000000000099
1013700,-18670.0,0.9100000000000099
1013750,-18670.0,0.9100000000000099
1013800,-18668.0,0.9100000000000099
1013850,-18668.0,0.9098000000000099
1013900,-18666.0,0.90960000000001
1013950,-18660.0,0.9098000000000099
1014000,-18660.0,0.9098000000000099
1014050,-18654.0,0.90940000000001
1014100,-18654.0,0.90900000000001
1014150,-18648.0,0.90900000000001
1014200,-18644.0,0.9084000000000101
1014250,-18642.0,0.9082000000000101
1014300,-18642.0,0.9082000000000101
1014350,-18640.0,0.9078000000000102
1014400,-18642.0,0.9076000000000102
1014450,-18640.0,0.9072000000000102
1014500,-18640.0,0.9072000000000102
1014550,-18638.0,0.9070000000000102
1014600,-18644.0,0.9076000000000102
1014650,-18636.0,0.9072000000000102
1014700,-18644.0,0.9076000000000102
1014750,-18642.0,0.9074000000000102
1014800,-18636.0,0.9070000000000102
1014850,-18646.0,0.9078000000000102
1014900,-18654.0,0.9080000000000101
1014950,-18648.0,0.9076000000000102
1015000,-18652.0,0.9078000000000102
1015050,-18648.0,0.9076000000000102
1015100,-18642.0,0.9072000000000102
1015150,-18644.0,0.9072000000000102
1015200,-18640.0,0.9066000000000103
1015250,-18648.0,0.9068000000000103
1015300,-18646.0,0.9066000000000103
1015350,-18638.0,0.9060000000000104
1015400,-18644.0,0.9062000000000103
1015450,-18652.0,0.9070000000000102
1015500,-18648.0,0.9070000000000102
1015550,-18652.0,0.9072000000000102
1015600,-18638.0,0.9064000000000103
1015650,-18638.0,0.9056000000000104
1015700,-18646.0,0.9064000000000103
1015750,-18646.0,0.9068000000000103
1015800,-18652.0,0.9074000000000102
1015850,-18652.0,0.9070000000000102
1015900,-18658.0,0.9072000000000102
1015950,-18660.0,0.9074000000000102
1016000,-18662.0,0.9082000000000101
1016050,-18658.0,0.9082000000000101
1016100,-18650.0,0.9076000000000102
1016150,-18658.0,0.9082000000000101
1016200,-18652.0,0.9078000000000102
1016250,-18648.0,0.9076000000000102
1016300,-18634.0,0.9070000000000102
1016350,-18640.0,0.9076000000000102
1016400,-18652.0,0.9082000000000101
1016450,-18664.0,0.90880000000001
1016500,-18660.0,0.9084000000000101
1016550,-18658.0,0.9082000000000101
1016600,-18650.0,0.9074000000000102
1016650,-18644.0,0.9072000000000102
1016700,-18634.0,0.9066000000000103
1016750,-18636.0,0.9064000000000103
1016800,-18646.0,0.9066000000000103
1016850,-18650.0,0.9068000000000103
1016900,-18644.0,0.9060000000000104
1016950,-18650.0,0.9066000000000103
1017000,-18640.0,0.9060000000000104
1017050,-18650.0,0.9066000000000103
1017100,-18652.0,0.9064000000000103
1017150,-18656.0,0.9068000000000103
1017200,-18664.0,0.9074000000000102
1017250,-18674.0,0.9082000000000101
1017300,-18664.0,0.9074000000000102
